id,document,tag,content
1728,P3_Transcript.vtt,Moderator assist,00:25:29.490 MODERATOR: will come this comes in later.
2069,P3_Transcript.vtt,Complex data linking process,but what does this relate to when does this. 00:26:50.970 P3: relate to who does it relate to. 00:26:54.390 P3: And what relevance is the rain. 00:27:01.320 P3: Again i'm not sure how this person on devices.
1729,P3_Transcript.vtt,Moderator assist,00:27:11.100 MODERATOR: For you.
1730,P3_Transcript.vtt,Moderator assist,00:28:35.520 MODERATOR: Island selected again.
1731,P3_Transcript.vtt,Moderator assist,00:33:01.140 MODERATOR: That that's let's. 00:33:06.810 MODERATOR: keep going.
2105,P3_Transcript.vtt,Good data exploration features,"00:34:27.000 P3: So what would be more useful is if this variable higher or lower in different disease activity states. 00:34:40.380 P3: Actually, that will be very useful okay. 00:34:44.910 P3: Because in essence that's what we're trying to see. 00:34:49.830 P3: cuz because it's not we don't have enough people in each county to compare let's face the onset of anchor in Galway vs core because that heavily dependent on."
2106,P3_Transcript.vtt,Additional features,"00:35:02.490 P3: The fact that we're all based in Dublin so more people get diagnosed up here and where this kind of thing will be useful, is an equinox kind of thing where you're comparing on code yes versus a control. 00:35:17.760 P3: Whereas we have to compare between the individual because we have only anka compared to nothing, so we have to compare relapse and remission."
2108,P3_Transcript.vtt,Visualization of plots complex,00:35:47.820 P3: Some labels on this graph will be. 00:35:58.920 P3: different from what. 00:36:06.750 P3: So with these coordinates. 00:36:10.440 P3: No. 00:36:12.810 P3: absolutely no idea what this ground.
2107,P3_Transcript.vtt,Technical session issues,00:36:17.970 P3: And the time series. 00:36:22.530 P3: is still seem to want to work for me doesn't.
1732,P3_Transcript.vtt,Moderator assist,00:36:25.470 MODERATOR: Think it's it broke.
1733,P3_Transcript.vtt,Moderator assist,"00:36:31.440 MODERATOR: Yes, please."
1734,P3_Transcript.vtt,Moderator assist,00:37:10.110 MODERATOR: Let me close it otherwise you don't have to worry to my computer okay.
1735,P3_Transcript.vtt,Moderator assist,00:38:05.130 MODERATOR: It now it's in mind.
2171,P3_Transcript.vtt,Useful and easy to use approach,"well, I thought the tasks are very easy to understand."
2172,P3_Transcript.vtt,Useful and easy to use approach,00:38:24.060 P3: The dashboard is relatively easy to go than the things that I mentioned already um.
2173,P3_Transcript.vtt,Visualization of plots complex,"00:38:30.600 P3: Well, as I said, the outcome is where I would adjust."
2174,P3_Transcript.vtt,Environmental data prior to flare events,"00:38:41.640 P3: You want to be able to compare. 00:38:46.470 P3: Like, for example, we don't know, is it. 00:38:50.190 P3: sulfur dioxide. 00:38:52.920 P3: In the. 00:38:54.870 P3: Sixth, month prior to the flare or is it the sulfur dioxide average over the last 654 months prior to flare so it will be helpful to have like loads of different options to compare. 00:39:19.020 P3: And ultimately yeah compare like point zero is the date."
2175,P3_Transcript.vtt,Additional features,00:39:25.980 P3: relapse or remission and what does the standardized variable look like prior to that dates.
2176,P3_Transcript.vtt,Additional features,"00:39:35.490 P3: Because we're not called with my uvb analysis we imagine that the uvb was going to be much higher in remission been a relapse So if I was looking at that visually. 00:39:48.870 P3: I might have it relapse graph down here. 00:39:53.250 P3: On a readmission appear, or it could be on the same graph in different colors and you know you could be here for one stage of setup here for the other, but you know it has to be centered at zero for the event."
1736,P5_Transcript.vtt,Moderator assist,00:02:29.250 MODERATOR: yeah it's fine.
1737,P5_Transcript.vtt,Moderator assist,00:03:11.160 MODERATOR: Remember what the task is asking just to acknowledge what data come from just. 00:03:19.020 MODERATOR: You have to go too deep into this.
1945,P5_Transcript.vtt,Complex task instructions,00:03:21.480 P5: Oh sorry I. 00:03:25.560 P5: Once you feel you understand where the data comes from.
1946,P5_Transcript.vtt,Technical session issues,"00:04:08.700 P5: it's not a problem with the APP it's just i'm working on one screen, just so you know that, for your analysis okay i'm."
1947,P5_Transcript.vtt,Good data exploration features,"00:04:58.800 P5: The otherwise stuff data points available. 00:05:01.710 P5: yeah so I mean each county I guess they're kind of divided up into counties. 00:05:06.720 P5: each other number of data points available okay um, so I think that's the first test on so okay yep okay cool um."
1993,P5_Transcript.vtt,Useful data linkage and export features,"00:06:09.990 P5: Events of interest flare there's a little. 00:06:13.080 P5: tool tip I guess. 00:06:16.050 P5: Oh, oh OK that explains the type of the ad yeah."
1994,P5_Transcript.vtt,Useful data linkage and export features,"Oh, we can we can select more than one oh, I see okay okay okay yeah."
1995,P5_Transcript.vtt,"Helpful text, tooltips and summaries","So these are all the options available and Darren has way more than the orders. 00:07:17.550 P5: you're doing this just telling me that there's these are where the flares are. 00:07:22.080 P5: Okay, this is where I select location of interest yeah so let's say let's just click Claire we don't. 00:07:30.180 P5: think that was here."
1996,P5_Transcript.vtt,Complex data linking process,"00:07:36.330 P5: Okay, and I can select more than one yeah okay there's a tick box here saying ireland's. 00:07:43.320 P5: i'm not sure what that means, unless the some of these locations of interest or outside of Ireland. 00:07:51.570 P5: yeah I don't know i'm gonna stick it anyway, why not."
1927,P5_Transcript.vtt,Moderator assist,00:08:00.120 MODERATOR: So just make sure you understand why you click Ireland. 00:08:04.980 P5: I don't know. 00:08:06.090 MODERATOR: Okay okay.
1740,P5_Transcript.vtt,Moderator assist,"00:08:12.240 MODERATOR: Just clicked it then no problem, and then we can discuss it later."
1997,P5_Transcript.vtt,Useful data linkage and export features,"00:09:01.290 P5: And then the aggregation method use Okay, this is pretty handy So what do I want the mean of the monthly weather and pollution or where are the men are the Max of the monthly what our pollution."
1741,P5_Transcript.vtt,Moderator assist,00:09:47.550 MODERATOR: yep.
2030,P5_Transcript.vtt,"Helpful text, tooltips and summaries","00:11:12.210 P5: Okay, so it's just this just repeats okay why what my query was."
2031,P5_Transcript.vtt,Good data exploration features,I think the destinations are fine. 00:13:03.600 P5: And yeah. 00:13:06.900 P5: then read the data read read the text and the data soap tab and talk through the interpretations variable cell background colors okay
2032,P5_Transcript.vtt,Good data exploration features,00:13:42.750 P5: Okay yeah that's that's that seems handy i'm.
1742,P5_Transcript.vtt,Moderator assist,"00:13:59.820 MODERATOR: For me, is for me to monitor. 00:14:01.470 P5: Oh sorry. 00:14:05.370 MODERATOR: You want to take it."
1743,P5_Transcript.vtt,Moderator assist,00:15:01.140 MODERATOR: Time fine.
2033,P5_Transcript.vtt,Confusing text descriptions,00:15:05.160 P5: yeah just let you know I couldn't quite find that okay so task for.
2070,P5_Transcript.vtt,Good data exploration features,"00:15:58.800 P5: Just yeah okay Okay, Nice and then I can. 00:16:04.140 P5: Okay, I can zoom in on a certain feature of it yeah race later click and drag okay so it's all right. 00:16:14.400 P5: zoom over. 00:16:18.570 P5: oops. 00:16:20.010 P5: Okay clicking of interest in the bottom. 00:16:25.110 P5: Oh yeah okay. 00:16:27.480 well. 00:16:33.210 P5: yeah okay okay that makes sense okay so that's still fairly self explanatory."
2071,P5_Transcript.vtt,Good data exploration features,"00:18:16.080 P5: Okay that's fine in this interacts as well, I can look at all these different points. 00:18:21.960 P5: Of these are all taken a different time so I might also be useful to know like when like on site."
2110,P5_Transcript.vtt,Visualization of plots complex,"Okay, so it shows a scatter of the points and and a box But OK that's fine a little bit confusing i'm fair enough um yeah, I think, personally, I would just prefer just the box on its own and."
2109,P5_Transcript.vtt,Technical session issues,00:24:58.080 P5: that's a glitch or if i'm not understanding something.
1744,P5_Transcript.vtt,Moderator assist,"00:25:00.570 MODERATOR: Remember, which was able to query."
1745,P5_Transcript.vtt,Moderator assist,"00:25:14.640 MODERATOR: What what body what data sources, did you query for quality quality."
2111,P5_Transcript.vtt,Complex data linking process,"00:25:30.750 P5: You know it's not i'm not sure what the dist even should be. 00:25:44.220 P5: yeah okay so i'm not i'm not sure what they said, or I would show."
1746,P5_Transcript.vtt,Moderator assist,00:25:53.850 MODERATOR: it's fine it's fine.
2112,P5_Transcript.vtt,Complex data linking process,"00:26:06.270 P5: Okay yeah so yeah the other two were fine I kind of got them and I kind of understand what on here so i'm not even sure what this would even what does even supposed to show, to be honest, so yeah."
1747,P5_Transcript.vtt,Moderator assist,00:27:04.920 MODERATOR: Yes. 00:27:05.880 P5: On your computer. 00:27:06.510 MODERATOR: i'm just gonna come soon Thank you yeah.
2113,P5_Transcript.vtt,Useful data linkage and export features,00:27:08.820 P5: Okay cool. 00:27:10.080 P5: It makes sense i'm right what's next thing finally.
2177,P5_Transcript.vtt,Useful and easy to use approach,00:28:13.830 P5: I think it was fairly. 00:28:16.050 P5: intuitive.
2178,P5_Transcript.vtt,Useful data linkage and export features,00:28:18.270 P5: query stuff is good.
2179,P5_Transcript.vtt,Confusing text descriptions,00:28:20.460 P5: yeah i'm not sure what else you got I still don't know this Ireland button means.
2180,P5_Transcript.vtt,Useful data linkage and export features,"00:28:24.480 P5: Whatever that's fine I, being able to download everything is good."
2181,P5_Transcript.vtt,Good data exploration features,"00:28:31.140 P5: yeah the ui dates, this is kind of Nice being able to see just offhand how much data, there is, and this is nice as well being able to see where the data is like how much data, there is for each county and so on. 00:28:46.230 P5: yeah i'm all the stuff I will it yeah like being able to take the you know."
2182,P5_Transcript.vtt,Useful data linkage and export features,"00:28:53.640 P5: able to select other time granularity and the aggregation method is good,"
2183,P5_Transcript.vtt,Additional features,"maybe that like I mean there's older aggregation methods of course older than the main in the maximum mean you could have the median and all that but uh. 00:29:04.350 P5: that's kind of splitting hairs you know. 00:29:08.220 P5: And I don't even know like what are the main is okay, or the meetings Okay, but yeah maybe maybe just a couple more options will be kind of Nice now"
2184,P5_Transcript.vtt,"Helpful text, tooltips and summaries",the query tables yet they're all falling and so being able to look at your query again just remind yourself.
2186,P5_Transcript.vtt,Good data exploration features,00:29:30.390 P5: This all seems fine I mean this this is.
2185,P5_Transcript.vtt,Unclear standardisation of the data,"00:29:34.530 P5: The one thing i'll say so, this is a these out these outliers are determined by a normal distribution like we're assuming they're only distributed there's no reason to think that these are normally distributed or I mean you know it's not a big deal there might be. 00:29:48.870 P5: better ways to like identify outliers you know what I mean because. 00:29:53.280 P5: it's not like I said there's no reason things is normally distributed um."
2187,P5_Transcript.vtt,Good data exploration features,"the plots are good yeah the port applause nice actually because. 00:30:18.270 P5: That is something that kind of came up, I know that comes up a bit like wind and that's not something i've ever looked up before, but I know other people have you know what I was."
2188,P5_Transcript.vtt,Good data exploration features,"00:30:27.030 P5: There was a disease in Japan, where it turned out wind was the secret the secret ingredients to figure out what causes so um yeah it's kind of Nice that we're looking at wins, I think this might be important or might not be but it's nice that's there anyway."
2189,P5_Transcript.vtt,Good data exploration features,"00:30:42.900 P5: And yeah the comparative FAB is good, so, in fact, different theories and yeah, these are all fine."
2190,P5_Transcript.vtt,Visualization of plots complex,"00:30:54.900 P5: Although well Okay, I was gonna say no, you select more than one variable at a time might be handy but I don't know it probably wouldn't be, as I said, with the box part I kind of just prefer. 00:31:03.960 P5: yeah just an oral blogspot on its own, because that's informative and. 00:31:08.250 P5: I still don't know what this this is supposed to be, obviously I couldn't go to work because maybe I use the wrong word, but I did some wrong, but I."
2191,P5_Transcript.vtt,Technical session issues,00:31:24.990 P5: And it's not say like working through this it hasn't been super responsive but that's probably because we're working over zoom and i'm controlling raleigh so I can't I can't read your shot fairly.
2192,P5_Transcript.vtt,Confusing text descriptions,"00:31:50.820 P5: Okay, I see Okay, so all if you want all of Ireland, he selects ireland's okay Okay, maybe. 00:31:57.210 P5: That could be very clear yeah."
2193,P5_Transcript.vtt,Useful and easy to use approach,00:32:00.060 P5: yeah okay that's that's every no yeah It seems pretty good pretty nicely so yeah thanks.
1948,P6_Transcript.vtt,Visualization of plots complex,00:05:27.930 P6: This is. 00:05:30.030 P6: It no OPS. 00:05:45.060 P6: So open map have to open these I can't understand.
1949,P6_Transcript.vtt,Good data exploration features,00:06:27.810 P6: So oh it's just show me about map for.
1751,P6_Transcript.vtt,Moderator assist,00:06:43.020 MODERATOR: Please could you finish school.
1752,P6_Transcript.vtt,Moderator assist,"00:07:05.640 MODERATOR: you're going to read you're going to have as much time as you want, if you want to read again does one, so you make sure you understand."
1753,P6_Transcript.vtt,Moderator assist,00:07:47.520 MODERATOR: You will be done when you mentioned a few Lol is that you have that the bones of a local.
1999,P6_Transcript.vtt,Complex data linking process,00:07:57.000 P6: I have to choose the location here you mean. 00:08:00.270 P6: i'm not sure about us to. 00:08:01.560 Mention.
1754,P6_Transcript.vtt,Moderator assist,00:08:05.490 MODERATOR: You have to mention a few that have data points available.
1998,P6_Transcript.vtt,Confusing text descriptions,"00:08:35.730 P6: Which part show me data is available currently in. 00:08:41.670 P6: Motion turning seven, there are three and data point density tree, what is the meaning of data point and said okay."
1755,P6_Transcript.vtt,Moderator assist,00:12:38.550 MODERATOR: you please tell me why you selected Ireland.
2000,P6_Transcript.vtt,Complex data linking process,"00:12:44.580 P6: Because. 00:12:50.490 P6: I don't know honestly I just see I I selected the location of data dog, so I guess maybe it's to explain I Dublin in Ireland, you know, maybe I thought, maybe it's. 00:13:08.370 P6: Dublin is in Ireland, and I wanted to clarify that my meaning about Dublin in Ireland, not in any place with the same name."
1756,P6_Transcript.vtt,Moderator assist,00:13:20.250 MODERATOR: And when I go REG you here we go.
1757,P6_Transcript.vtt,Moderator assist,"00:13:24.120 MODERATOR: Sorry, I want to correct you just Ireland means all the counties in Ireland so for the whole the country. 00:13:32.670 MODERATOR: Oh only dabbling but everything."
2001,P6_Transcript.vtt,Useful data linkage and export features,"00:14:35.790 P6: Maybe daily. 00:14:41.370 P6: As it's Okay, I can use its meaning if I want. 00:14:47.520 P6: pay. 00:14:50.190 P6: Especially should. 00:14:53.070 P6: shoot him. 00:14:55.440 P6: Could you could you. 00:14:58.650 P6: expound the first word aggregation before aggregation it's means oh Okay, I understand I mean. 00:15:10.500 P6: minimum maximum. 00:15:15.690 P6: hopes."
2002,P6_Transcript.vtt,Additional features,"00:15:17.880 P6: I just use one of them, I would like to choose, for example, more than one option in every parts. 00:15:26.370 P6: I choose mean but, for example, I can have. 00:15:31.290 P6: Harley monthly daily early you know it's, and I mean mike's meaning. 00:15:40.320 P6: it's good be if it's could be good if I can use this."
2003,P6_Transcript.vtt,Complex data linking process,00:15:52.080 P6: And I can't understand about this part.
1758,P6_Transcript.vtt,Moderator assist,00:16:31.590 MODERATOR: If you want to move forward.
2034,P6_Transcript.vtt,"Helpful text, tooltips and summaries",00:19:31.980 P6: there's page okay period and good time frequently and aggregation effort okay fine. 00:19:42.510 P6: it's that's good
2035,P6_Transcript.vtt,Good data exploration features,00:20:31.650 P6: Hopes great so you. 00:20:36.630 P6: know. 00:20:39.960 P6: So you added this information today great great great like this point.
1759,P6_Transcript.vtt,Moderator assist,00:23:01.500 MODERATOR: Let me close it because you are downloading into my computer one second.
2036,P6_Transcript.vtt,Good data exploration features,"00:23:10.890 P6: That this is great, but also have this option are great you know see us is really useful and explain about every column will air air temperature and it's. 00:23:27.450 P6: it's great great great yeah it's lovely. 00:23:36.510 P6: Yes, good."
1760,P6_Transcript.vtt,Moderator assist,00:24:16.920 MODERATOR: This.
2072,P6_Transcript.vtt,Visualization of plots complex,"00:26:16.770 P6: This part time series. 00:26:20.250 P6: Definitely, people who are professional use this part but for others it's maybe need to. 00:26:28.860 P6: add some information about you know it's some missy. 00:26:35.310 P6: Maybe the first view will be better."
1763,P6_Transcript.vtt,Moderator assist,00:26:38.490 MODERATOR: The owner rate again once in the legend their.
1761,P6_Transcript.vtt,Moderator assist,00:26:46.530 MODERATOR: The text on the top. 00:26:48.510 MODERATOR: This.
1762,P6_Transcript.vtt,Moderator assist,00:26:52.680 MODERATOR: So these again.
2073,P6_Transcript.vtt,Good data exploration features,"00:28:31.170 P6: Okay, so it's like others it's you can choose owner it's it's at the end of that yeah it's good good good and."
1764,P6_Transcript.vtt,Moderator assist,00:32:10.260 MODERATOR: Make sure you click on the date range behind because you haven't selected anything.
1928,P6_Transcript.vtt,Moderator assist,00:32:26.820 MODERATOR: that's what exactly what you did before. 00:32:29.670 P6: yeah I want to change this cart. 00:32:32.010 MODERATOR: Perfect perfect.
1767,P6_Transcript.vtt,Moderator assist,00:33:33.540 MODERATOR: If you. 00:33:34.440 MODERATOR: Ask again.
2114,P6_Transcript.vtt,Visualization of plots complex,"00:36:34.830 P6: This is for select first compare groups. 00:36:45.270 P6: I can't understand clearly. 00:36:50.370 P6: I. 00:36:55.680 P6: I can't Andre spent this parts, maybe I have."
2115,P6_Transcript.vtt,Visualization of plots complex,00:37:37.830 P6: I put both of them in a group and. 00:37:43.560 P6: I can't understand how they compare it yeah. 00:37:49.470 P6: Very punctual plan. 00:37:51.960 P6: eight.
1768,P6_Transcript.vtt,Moderator assist,"00:37:56.490 MODERATOR: This man, maybe try to groups. 00:37:59.130 MODERATOR: behind it, because you are comparing groups not Gladys."
1769,P6_Transcript.vtt,Moderator assist,00:38:07.020 MODERATOR: You need to generate you need to again.
2116,P6_Transcript.vtt,Technical session issues,00:39:27.750 P6: What is this error.
1770,P6_Transcript.vtt,Moderator assist,"00:39:30.090 MODERATOR: that's that's for me, let me. 00:39:31.560 P6: One second okay yeah. 00:39:35.190 MODERATOR: that's what I mean you can continue like no."
1771,P6_Transcript.vtt,Moderator assist,00:39:42.000 MODERATOR: You can continue. 00:39:49.950 MODERATOR: to select one.
2117,P6_Transcript.vtt,Good data exploration features,"it was a good in this part is more useful, yes, no I like to compare something with each other to one of the queries to export and go that."
1772,P6_Transcript.vtt,Moderator assist,00:42:25.020 MODERATOR: Do you want to keep again okay. 00:42:27.690 Okay. 00:42:30.690 MODERATOR: Just just that's fine.
1773,P6_Transcript.vtt,Moderator assist,00:42:39.540 MODERATOR: No it's fine like if you know what it is it's fine.
1930,P6_Transcript.vtt,Moderator assist,00:42:45.240 MODERATOR: don't do the task.
1929,P6_Transcript.vtt,Moderator assist,00:42:49.590 MODERATOR: Before that there's another step that you missing task.
1775,P6_Transcript.vtt,Moderator assist,"00:43:05.970 MODERATOR: Know six if you can finish the butter, please."
1776,P6_Transcript.vtt,Moderator assist,"00:43:39.960 MODERATOR: Well, it happened. 00:43:41.610 MODERATOR: To my computer but. 00:43:42.690 MODERATOR: If you can keep reading, please."
1778,P6_Transcript.vtt,Moderator assist,00:44:35.760 MODERATOR: Despite my computer.
1777,P6_Transcript.vtt,Moderator assist,00:44:48.930 MODERATOR: If you want to move to the next task.
2194,P6_Transcript.vtt,Useful and easy to use approach,00:45:08.580 P6: So generally it's a good and well done honestly I liked most part of these
2195,P6_Transcript.vtt,Additional features,"just about you know, having more option in the same time, for example, for temporal units or others or maybe. 00:45:26.100 P6: i'm not sure, but. 00:45:28.650 P6: I think users to use this. 00:45:34.380 P6: This ashford are different have different disciplines so be sure that all of."
2196,P6_Transcript.vtt,Useful and easy to use approach,"00:45:43.800 P6: All of users can use it easily and also, I think it's it's easy and honestly I enjoyed working with them it's more easier than other."
2197,P6_Transcript.vtt,Useful and easy to use approach,00:45:58.410 P6: Other data sets or dashboards like this word before. 00:46:05.730 P6: Justice so excellent well done.
1950,P7_Transcript.vtt,Complex task instructions,00:00:36.930 P7: Should I read this in advance. 00:00:39.660 P7: is fine.
1951,P7_Transcript.vtt,Confusing text descriptions,00:01:30.930 P7: yeah that's i'm not quite sure I got been one of the things that hiding the complexity okay and.
1952,P7_Transcript.vtt,Complex data linking process,"00:02:41.730 P7: OK, but and it doesn't really linked to the the kahan information around the."
1779,P7_Transcript.vtt,Moderator assist,00:03:29.700 MODERATOR: It will come later.
1780,P7_Transcript.vtt,Moderator assist,00:03:44.130 MODERATOR: You might be missing task one the last step.
1953,P7_Transcript.vtt,Complex task instructions,00:03:50.550 P7: is sorry or ever put it away. 00:03:54.270 P7: On. 00:03:56.280 P7: Hidden document apologies.
1954,P7_Transcript.vtt,Technical session issues,"00:04:04.800 P7: i'm. 00:04:09.300 P7: Sorry. 00:04:10.680 P7: I think I have a like I have a lag. 00:04:18.150 P7: Ah, sorry i'm controlling. 00:04:21.690 P7: that's not."
1781,P7_Transcript.vtt,Moderator assist,"00:04:23.820 MODERATOR: I can stop. 00:04:26.430 P7: For a moment yes. 00:04:28.320 MODERATOR: yeah, what do you need to do is you need to click in another window in your computer or otherwise they cannot. 00:04:34.590 MODERATOR: Stop the remote."
1782,P7_Transcript.vtt,Moderator assist,"00:04:45.600 MODERATOR: No, no, I stopped the timer so it's fine okay so. 00:04:51.450 P7: I just need to get. 00:04:53.100 MODERATOR: A stop the remote control."
1783,P7_Transcript.vtt,Moderator assist,00:05:46.470 MODERATOR: All yours.
1784,P7_Transcript.vtt,Moderator assist,00:07:58.410 MODERATOR: And the men explaining me the map.
1955,P7_Transcript.vtt,Confusing text descriptions,00:08:18.720 P7: Popular is a population density data point density. 00:08:27.060 P7: not sure what data oh sorry.
1785,P7_Transcript.vtt,Moderator assist,00:09:26.970 MODERATOR: Do you mind opening with a mouse over the map.
1956,P7_Transcript.vtt,Visualization of plots complex,"00:09:33.450 P7: Court pollution seven weather fourth density 11 yes Okay, so the information is is available when you hover but. 00:09:45.870 P7: I don't know if I would always have, however, on the. 00:09:52.830 P7: yeah I know the answer is true the instructions highlight hover over the regions but. 00:09:58.650 P7: Putting weather and putting those two things together. 00:10:02.640 P7: Okay, and i'm not seeing the benefit. 00:10:07.590 P7: and 00:10:09.480 P7: If anything, I would prefer to see two side by side with them individually. 00:10:14.970 Okay. 00:10:17.190 P7: yeah. 00:10:20.250 P7: In terms of metrics they're not something that. 00:10:24.150 P7: go together."
2004,P7_Transcript.vtt,Useful data linkage and export features,"00:13:50.610 P7: And I can I can select more than one county location of interest. 00:13:56.490 P7: And can I Tony call Okay, so this offers an opportunity to pick county by county. 00:14:05.040 P7: Okay. 00:14:06.660 P7: Or, I can choose Ireland as a whole or Republic of Ireland, I guess, well it's fine and."
2005,P7_Transcript.vtt,Useful data linkage and export features,"I have to go again and the good thing is, I noticed that they don't they don't remain in the in the in the selection so that's good okay."
1786,P7_Transcript.vtt,Moderator assist,00:16:27.330 MODERATOR: You clicked one.
1787,P7_Transcript.vtt,Moderator assist,00:17:33.090 MODERATOR: I think I think you can click swimming. 00:17:37.980 MODERATOR: yeah.
1788,P7_Transcript.vtt,Moderator assist,00:18:35.490 MODERATOR: Because you selected all the data for all Ireland. 00:18:40.170 P7: Should this take. 00:18:41.190 MODERATOR: it's it's it's already done.
2037,P7_Transcript.vtt,Confusing text descriptions,00:19:32.970 P7: So it's called something different it's not deep open query and put summary it's called the query and put summary know the table that's intentional and.
2038,P7_Transcript.vtt,Unclear standardisation of the data,"00:21:06.840 P7: What does it mean if it is greater than two versus less than minus two and why would read distinguish from blue. 00:21:18.840 P7: i'm really not on it for a Friday, but."
1789,P7_Transcript.vtt,Moderator assist,00:22:43.170 MODERATOR: You need to click on the zoom window.
1790,P7_Transcript.vtt,Moderator assist,00:26:15.330 MODERATOR: No for this version so.
2074,P7_Transcript.vtt,Good data exploration features,I think yeah there's so many really that the time series it's yeah useful for export plot.
1791,P7_Transcript.vtt,Moderator assist,00:31:23.970 MODERATOR: it's expensive.
2075,P7_Transcript.vtt,Good data exploration features,"00:32:33.540 P7: Think. 00:32:35.760 P7: and 00:32:38.400 P7: Again, maybe i'm only interested in some of them So how do I remove some. 00:32:44.400 P7: As the last leg was really good hideaway like remove that. 00:32:49.170 P7: yeah some aspects that are just not interested in."
2076,P7_Transcript.vtt,Good data exploration features,"00:32:53.340 P7: I notice, I can zoom which is great."
1792,P7_Transcript.vtt,Moderator assist,00:33:55.230 MODERATOR: that's I will explain later.
1793,P7_Transcript.vtt,Moderator assist,00:35:19.260 MODERATOR: You want to hover over the blood.
2077,P7_Transcript.vtt,Visualization of plots complex,"00:35:44.700 P7: But yeah you can so you can see when speed when direction point. 00:35:49.200 P7: or curious, can you can you download this specific raw information as a or you can just download this PNG file or jpg or PNG is just not the data with it. 00:36:04.560 P7: would be a nice bonus I guess."
2078,P7_Transcript.vtt,Visualization of plots complex,00:36:08.460 P7: And the colors it I i'm not sure if the colors help or not. 00:36:17.550 P7: Coming coops and the zoom zoom.
2079,P7_Transcript.vtt,Good data exploration features,00:36:57.030 P7: Good visualization but not sure what i'm going to use it for in my spirit in my area
2118,P7_Transcript.vtt,Visualization of plots complex,"00:40:19.470 P7: And alone, but you can combine these queries into groups to potentially increase the signal to noise ratio signal to noise ratio is in language i'm already familiar with, I guess, but it would be a term that I would appreciate a. 00:40:36.810 P7: definition for. 00:40:39.090 P7: And can appreciate, though the noise side of things, but maybe not the signal."
1794,P7_Transcript.vtt,Moderator assist,"00:41:32.100 MODERATOR: Okay, make sure you understand what our group is."
1795,P7_Transcript.vtt,Moderator assist,00:42:18.930 MODERATOR: To combine combined between groups know between queries. 00:42:24.900 MODERATOR: I need to make it clear.
1796,P7_Transcript.vtt,Moderator assist,00:43:14.640 MODERATOR: concatenate.
1797,P7_Transcript.vtt,Moderator assist,00:43:21.420 MODERATOR: touch after so you have everything.
1798,P7_Transcript.vtt,Moderator assist,00:43:28.830 MODERATOR: i'm going to use another one.
1799,P7_Transcript.vtt,Moderator assist,00:44:17.610 MODERATOR: Go ahead.
2119,P7_Transcript.vtt,Good data exploration features,"00:46:42.480 P7: What does that mean, though, in terms of triggers So if you could separate like counties that had no triggers on ones that did have triggers."
2120,P7_Transcript.vtt,Good data exploration features,"This is great point and to its most well okay there's there's there's very significant values here now, this."
1800,P7_Transcript.vtt,Moderator assist,00:47:37.800 MODERATOR: loud.
2121,P7_Transcript.vtt,Visualization of plots complex,"00:47:40.530 P7: For me, for me, it's like it is preventing the the box plots from being extended to the magnitude that they're at is there a way to switch them off."
1801,P7_Transcript.vtt,Moderator assist,00:47:53.160 MODERATOR: My. 00:47:53.460 MODERATOR: You might go well.
2122,P7_Transcript.vtt,Visualization of plots complex,"00:47:55.530 P7: Okay i'll be interested to be able to turn it off, so the scale, so I could actually look at PM and great that I can hover over it and see all the different key values related to that the box plot there."
2123,P7_Transcript.vtt,Visualization of plots complex,00:49:22.680 P7: So to your visualizations yeah usually the usefulness of the distribution of not seeing it.
1802,P7_Transcript.vtt,Moderator assist,00:50:19.590 MODERATOR: And what happens with export.
2198,P7_Transcript.vtt,Complex task instructions,00:51:03.660 P7: yeah generally okay probably a rush to little bit times was my own fault for not reading the instructions and few instructions just need clarity.
2199,P7_Transcript.vtt,Unclear standardisation of the data,00:51:21.240 P7: yeah i'm not quite sure about all of the plots like the district normal distribution plot and it's fine you.
2200,P7_Transcript.vtt,Good data exploration features,00:51:29.790 P7: Probably great that there is so many variables wondering if the columns versus table.
2201,P7_Transcript.vtt,Visualization of plots complex,"00:51:39.450 P7: Traditional to have all of these horizontally, but when there's so many, I wonder, because it's a data to your really. 00:51:48.180 P7: yeah trying to debate, why do I need to see all this."
2202,P7_Transcript.vtt,Good data exploration features,"00:51:53.430 P7: F, really, the main objective is to download these one so it's good that you can plot, and so on."
2202,P7_Transcript.vtt,Useful data linkage and export features,"00:51:53.430 P7: F, really, the main objective is to download these one so it's good that you can plot, and so on."
2204,P7_Transcript.vtt,Environmental data prior to flare events,00:52:11.730 P7: One thing i'm kind of thinking about is this advent of interest. 00:52:17.850 P7: And the link because currently have been just looking at environmental and climate data without really appreciating this aspect.
1803,P7_Transcript.vtt,Moderator assist,00:52:29.070 MODERATOR: Within us towards.
2203,P7_Transcript.vtt,Environmental data prior to flare events,"00:52:31.200 P7: So that's the bit that, and you know these dates I looked at them, but. 00:52:37.770 P7: The joining the dots is not. 00:52:39.270 P7: Currently there for me so that's a really um."
1957,P8_Transcript.vtt,Complex task instructions,00:02:47.070 P8: Okay let's try this. 00:02:51.510 P8: Okay vasculitis island.
1806,P8_Transcript.vtt,Moderator assist,"00:02:55.200 MODERATOR: No, do you mind reading the task again."
1807,P8_Transcript.vtt,Moderator assist,00:03:29.910 MODERATOR: Okay.
1808,P8_Transcript.vtt,Moderator assist,"00:04:20.670 MODERATOR: Remember, which stop you reading."
